doc_id,title,source,date,total_chunks,avg_chunk_length,min_chunk_length,max_chunk_length
b5bd12e23e4fd1,Sacramento Man Sentenced to 22 Years in Prison for Fentanyl Pill Trafficking That Resulted in an Overdose Death,FBI - National,2026-04-14,1,180.0,180,180
b69f70ceda64d5,"Former Loveland, Colorado, Police Department Officer Sentenced for Sexually Assaulting a Minor Child",FBI - National,2026-04-13,1,169.0,169,169
b885f2ab1e3fcd,Baltimore County Man Pleads Guilty to Bribing Former Baltimore City Finance Official,FBI - National,2026-03-05,1,157.0,157,157
b9121fd49a41d8,Bond County Methamphetamine Dealer Sentenced to Federal Prison,FBI - National,2026-03-02,1,154.0,154,154
b93cb1141edd69,Detroit Man Sentenced to 14 Years in Prison for Federal Drug Crime,FBI - National,2026-03-16,1,159.0,159,159
b96d38e79b33cc,"California Man Pleads Guilty to Stalking, Harassing, and Threatening Women in Rhode Island, Massachusetts, and Elsewhere",FBI - National,2026-04-13,1,189.0,189,189
b996ad47b32e6e,FBI Seeks Potential Victims of Victor Daniel “Danny” Almaguer,FBI - National,2026-04-14,1,169.0,169,169
b9c9da82259600,Former Baltimore Football Coach Sentenced for Overtime Fraud Scheme and Tax Evasion,FBI - National,2026-04-15,1,160.0,160,160
bb442f6659addf,Potomac Gardens Cocaine Dealer Sentenced to 12 Months for Role in Large-Scale Drug Trafficking Conspiracy,FBI - National,2026-04-14,1,152.0,152,152
bb4e4fbbf9c05b,U.S. Attorney’s Office Filed 126 Border-Related Cases This Week,FBI - National,2026-03-06,1,160.0,160,160
bb68af527752bc,Former OSBI Investigator Sentenced for Multiple Counts of Sexual Abuse of a Minor,FBI - National,2026-03-05,1,165.0,165,165
bc1b2d784f2f79,Waukesha Medical Equipment Company Agrees to Pay Nearly $7 Million to Resolve Allegations of False Billings to Federal Health Care Programs,FBI - National,2026-03-05,1,190.0,190,190
bca0bd54c0b828,Tucson Man Who Shot at Air and Marine Operations Helicopter Indicted for Attempted Murder of a Federal Officer,FBI - National,2026-03-03,1,164.0,164,164
bd4d16539c3a77,"Federal Grand Jury Charges Southern Poverty Law Center for Wire Fraud, False Statements, and Conspiracy to Commit Money Laundering",FBI - National,2026-04-21,1,231.0,231,231
bdaf67018c6402,Former CFO Sentenced to Two Years in Prison for $35 Million Theft From Start-Up Tech Firm,FBI - National,2026-03-05,1,161.0,161,161
be9778b066e218,Graduate Student From Colorado Indicted for Sexual Exploitation of Minors and Cyberstalking,FBI - National,2026-04-13,1,163.0,163,163
bf9946bf66bf92,DC Solar Attorney Sentenced to Over 11 Years in Prison for His Involvement in the DC Solar Billion Dollar Ponzi Scheme,FBI - National,2026-03-09,1,181.0,181,181
bfb332e626def0,"Brockton Man Sentenced to 12 Years in Prison for Selling Fentanyl, Multiple Machineguns, and Kilograms of Fentanyl Recovered During Searches",FBI - National,2026-03-05,1,187.0,187,187
c08c1c58d98ba1,Outlaw Motorcycle Gang Member Sentenced for Armed Assault Against Rival,FBI - National,2026-04-07,1,164.0,164,164
c0c22881912e50,Indictment Charges Investment Advisor with Defrauding Financial Services Companies of $3.3 Million,FBI - National,2026-03-03,1,159.0,159,159
c19c7a3cc1306e,U.S. Attorney’s Office Begins March with 187 New Immigration Cases in Western District of Texas,FBI - National,2026-03-09,1,189.0,189,189
c1f342ebd4d691,"Fugitive KaShawn Roper, Wanted for Second Degree Homicide, Added to the FBI’s List of Ten Most Wanted Fugitives",FBI - National,2026-04-14,1,258.0,258,258
c3207e9fcf4032,"Federal Correctional Officer Convicted of Bribery, Smuggling, and Drug Conspiracy",FBI - National,2026-04-06,1,161.0,161,161
c44d630129afaa,Illinois Woman Pleads Guilty to Distributing and Conspiring to Create and Distribute Animal Crush Videos Showing Violent Torture of Monkeys,FBI - National,2026-04-15,1,155.0,155,155
c6dbb108c74af2,Murder Investigation Leads to Federal Drug Trafficking and Firearms Charges,FBI - National,2026-03-13,1,155.0,155,155
c84275eaa59e99,MS-13 Members Sentenced to Decades in Federal Prison for Brutal Murders Committed at Direction of Gang Leaders in El Salvador,FBI - National,2026-04-21,1,158.0,158,158
c859d43944f8da,Philadelphia Correctional Officer and His Former Supervisor Convicted at Trial in Connection with Violation of Inmate’s Constitutional Rights,FBI - National,2026-03-04,1,173.0,173,173
c8ca196cefc956,Texas Man Faces Multiple Federal Charges Related to Attack on AI Company and Its CEO,FBI - National,2026-04-13,1,179.0,179,179
caea62c08a2672,Former Soldier Convicted of Physically and Sexually Assaulting Minors While Serving Abroad,FBI - National,2026-04-20,1,182.0,182,182
cce022a7e6d264,District of Arizona Charges 171 Individuals for Immigration-Related Criminal Conduct This Week,FBI - National,2026-04-10,1,175.0,175,175
cd3ebe00469c7e,Former Laguna Niguel Resident Sentenced to Seven Years in Federal Prison for Threatening to Kill Judge Who Presided Over His Family Law Case,FBI - National,2026-03-05,1,158.0,158,158
ceb5d4ba024bad,FBI and Partner Agencies Offer Support Resources to Victims of the Tragedy at Old Dominion University,FBI - National,2026-03-16,1,209.0,209,209
d130b4f5504e0f,Cocaine Dealer and Repeat Immigration Offender Sentenced to Federal Prison,FBI - National,2026-04-08,1,156.0,156,156
d30fd659639178,"Repeat Offender Sentenced to 15 Years for Drug Trafficking, Firearms Crimes",FBI - National,2026-04-17,1,155.0,155,155
d35b990e79f7c9,Schenectady Man Pleads Guilty to Distribution and Possession of Child Pornography,FBI - National,2026-03-04,1,153.0,153,153
d4e191bae16881,"Psychiatrist Reaches Civil Settlement of $360,000 to Resolve Allegations of False Claims to Federal Health Care Programs",FBI - National,2026-03-09,1,171.0,171,171
d68142871f2649,High Museum of Art’s Former Chief Operating Officer Charged with Embezzlement,FBI - National,2026-04-14,1,160.0,160,160
d8f3574ac26dec,New Jersey Pharmacy Owner Sentenced to 24 Months in Prison for Health Care Fraud Scheme,FBI - National,2026-04-17,1,158.0,158,158
d94200f2176f22,Lieutenant in Large-Scale Drug Trafficking Operation Sentenced to Over Four Years in Federal Prison,FBI - National,2026-03-05,1,172.0,172,172
d97289aa98a332,Convicted Felon Who Opened Fire on Abilene Police Officers Sentenced to 15 Years in Federal Prison,FBI - National,2026-03-06,1,157.0,157,157
da81682d248934,"Four Law Enforcement Officers From Northern Ohio Graduate From the FBI National Academy in Quantico, VA",FBI - National,2026-04-06,1,171.0,171,171
daff153fb88244,Lubbock Chapter President of the Bandidos Motorcycle Club Charged with Methamphetamine Distribution,FBI - National,2026-03-04,1,155.0,155,155
db7377c7208a3f,Convicted Sex Offender Receives Multiple Life Sentences in Prison,FBI - National,2026-04-21,1,152.0,152,152
db7eb05e656ab6,Three 18th Street Gang Leaders Sentenced to Over 115 Years in Prison for Racketeering Conspiracy,FBI - National,2026-04-07,1,158.0,158,158
db9f3f1e34551b,Sexual Predator Sentenced to 135 Months in Prison for Enticement of a Minor—Currently Awaiting Trial on State Murder Charges,FBI - National,2026-04-14,1,183.0,183,183
dcb30fb5702f7a,United States Files Civil Forfeiture Complaints Against $15M in Funds Allegedly Linked to Iranian Oil Shipping Network,FBI - National,2026-03-06,1,346.0,346,346
dd3904a823a597,Leader of ATM Jackpotting Conspiracy that Funneled Money to Tren de Aragua Added to the FBI’s List of Ten Most Wanted Fugitives,FBI - National,2026-03-12,1,220.0,220,220
ddbcd9051982a1,Indiana Youth Minister Linked to Imprisoned Kentucky School Superintendent Sentenced to Nine Years in Federal Prison for Child Exploitation,FBI - National,2026-03-06,1,161.0,161,161
df4e8e1c21db92,"Illegal Alien Sentenced for Cartel-Linked Conspiracy to Smuggle Over 1,900 Aliens",FBI - National,2026-04-08,1,180.0,180,180
e067ea804da82d,"FBI Chicago Announces Reward of Up to $50,000 for Information Leading to Arrest and Conviction of Joseph “Troubles” Matos",FBI - National,2026-04-21,1,232.0,232,232
e0bcfa807ef583,D.C. Dentist and Hygienist Found Guilty in Scheme to Defraud D.C. Medicaid of $4 Million,FBI - National,2026-03-04,1,172.0,172,172
e0e471e9dc71ef,Two Defendants Involved in Pharmacy Burglary Ring Across Multiple States are Sentenced to Serve a Combined Time of More Than 25 Years in Federal Prison,FBI - National,2026-03-12,1,178.0,178,178
e14391213ea8f5,Former Florissant Police Officer Sentenced to 24 Months in Prison for Searching Women’s Phones for Nude Images,FBI - National,2026-03-11,1,151.0,151,151
e1d8fb4af1dec0,Career Offender Sentenced to Over 22 Years in Federal Prison for Methamphetamine Trafficking and Firearms Offenses,FBI - National,2026-04-13,1,178.0,178,178
e21a1cec8d73d0,Orange County Man Pleads Guilty to Orchestrating Fraud Scheme That Submitted Nearly $270 Million in Bogus Claims to Medi-Cal,FBI - National,2026-04-07,1,174.0,174,174
e2401a901e4097,Hartford Man Sentenced to Five Years in Federal Prison for Drug Trafficking Offenses,FBI - National,2026-03-10,1,152.0,152,152
e3159b5f5ef1b2,Former Executive from Marlborough Sentenced to Two Years in Prison for Conspiracy to Defraud the IRS and Obstruction of Justice,FBI - National,2026-04-07,1,158.0,158,158
e7945b01641b59,Antifa Cell Members Convicted in Prairieland ICE Detention Center Shooting,FBI - National,2026-03-13,1,234.0,234,234
e8b658d1cb5802,Buffalo Man Pleads Guilty to COVID Fraud,FBI - National,2026-04-21,1,170.0,170,170
e938c18dd70418,Chinese Telecommunications Company Fined $50 Million for Conspiring to Steal Technology from Motorola Solutions,FBI - National,2026-03-09,1,188.0,188,188
e97fe09d43ce39,Rowan County Man Sentenced for Methamphetamine and Fentanyl Trafficking,FBI - National,2026-04-13,1,164.0,164,164
ea2b75751da3de,Utqiagvik Man Sentenced to 18 Years for Producing Child Pornography,FBI - National,2026-04-08,1,161.0,161,161
ea7a734c465a6f,Woodbridge Drug Trafficker Sentenced to Over 21 Years in Prison for His Role in Fentanyl and Cocaine Conspiracy,FBI - National,2026-03-05,1,369.0,369,369
eb6f515333916c,FBI Louisville Honors Children’s Advocacy Centers of Kentucky with National Award,FBI - National,2026-03-06,1,158.0,158,158
ec7006ea324c9b,"Browning Attorney Fined $100,000 for Making a False Statement to Federal Law Enforcement",FBI - National,2026-04-15,1,170.0,170,170
edca69a8fcebd4,Former FBI Most Wanted Fugitive Admits Child Sex Trafficking,FBI - National,2026-04-09,1,182.0,182,182
edeb392aa54582,Four Operation Mobile Order Defendants Sentenced to Prison,FBI - National,2026-03-03,1,162.0,162,162
ee13fcc4126ed0,Iranian National Living in San Fernando Valley Arrested on Federal Complaint Charging Her with Selling Weapons for Iran’s Government,FBI - National,2026-04-20,1,162.0,162,162
f1076ebd2c3f78,Two Former NYPD Officers Charged with Federal Civil Rights Violations,FBI - National,2026-03-10,1,157.0,157,157
f292bc577233ce,U.S. Attorney’s Office Filed 111 Border-Related Cases This Week,FBI - National,2026-04-10,1,202.0,202,202
f365575bcbd929,Two Sentenced to Over 46 Years for Drug Murder,FBI - National,2026-04-10,1,188.0,188,188
f44e7731b426d8,Roanoke Woman Sentenced in Paycheck Protection Fraud Scheme,FBI - National,2026-03-11,1,222.0,222,222
f5ee0343f0ef1d,"Lawyer Charged with Attempted Extortion of Former Client and Client’s Son Over Alleged $500,000 Debt",FBI - National,2026-03-14,1,163.0,163,163
f78d0e128dd2da,"Another Week, Another Nearly 400 More Charged in SDTX’s Relentless Border-Enforcement Efforts",FBI - National,2026-03-06,1,228.0,228,228
f81cfec6848283,Biloxi Man Sentenced to 10 Years in Prison and a Lifetime of Supervised Release for Possession of Images of Minors Engaging in Sexually Explicit Conduct,FBI - National,2026-03-06,1,175.0,175,175
f8c03fd39d6d49,U.S. Attorney’s Office Filed 143 Border-Related Cases This Week,FBI - National,2026-04-17,1,160.0,160,160
f8c26012159860,Rockland County Man Pleads Guilty to Defrauding Investors in Investment Scheme,FBI - National,2026-03-11,1,156.0,156,156
f935457c8a077b,Asian Boyz Gang Member and Second Gang Associate From Lowell Plead Guilty to Methamphetamine Pill Trafficking Conspiracy,FBI - National,2026-04-10,1,160.0,160,160
f95b09d83e55bd,South Carolina Couple Sentenced for Cyberstalking Scheme That Targeted Vulnerable Victim and His Family,FBI - National,2026-03-12,1,154.0,154,154
f96a4d538aeb8c,Attempted Carjacking at Suburban Chicago Gas Station Leads to Nearly Six-Year Prison Sentence,FBI - National,2026-04-14,1,160.0,160,160
fa933b2e568904,Two More Defendants Plead Guilty in Feeding Our Future Fraud Scheme,FBI - National,2026-04-09,1,153.0,153,153
fd93771c5f6840,Grand Jury Indicts Lockport Man on Charges of Enticement of a Minor and Production and Possession of Child Pornography,FBI - National,2026-04-16,1,165.0,165,165
fdd01518df7c7a,Man Pleads Guilty to Suborning Perjury in Federal Court,FBI - National,2026-04-10,1,160.0,160,160
fdea61e79b853f,"Texas Man Sentenced for Monopolizing International Transit Industry, Fixing Prices, and Extorting Competitors",FBI - National,2026-03-03,1,260.0,260,260
ffa1c718f338a3,Former Army Employee and Top Secret Clearance Holder Arrested and Charged with Leaking Classified National Defense Information,FBI - National,2026-04-08,1,163.0,163,163
